"","date","county","state","fips","cases","deaths","countyFP"
"31075","2020-04-04","Putnam","Florida",12107,18,1,"107"
"31076","2020-04-04","Santa Rosa","Florida",12113,50,2,"113"
"31077","2020-04-04","Sarasota","Florida",12115,129,7,"115"
"31078","2020-04-04","Seminole","Florida",12117,178,1,"117"
"31079","2020-04-04","St. Johns","Florida",12109,132,2,"109"
"31080","2020-04-04","St. Lucie","Florida",12111,76,3,"111"
"31081","2020-04-04","Sumter","Florida",12119,73,3,"119"
"31082","2020-04-04","Suwannee","Florida",12121,17,0,"121"
"31083","2020-04-04","Union","Florida",12125,1,0,"125"
"31084","2020-04-04","Unknown","Florida",NA,10,0,NA
"31085","2020-04-04","Volusia","Florida",12127,134,2,"127"
"31086","2020-04-04","Wakulla","Florida",12129,5,0,"129"
"31087","2020-04-04","Walton","Florida",12131,21,0,"131"
"31088","2020-04-04","Washington","Florida",12133,1,0,"133"
"33432","2020-04-05","Alachua","Florida",12001,123,0,"001"
"33433","2020-04-05","Baker","Florida",12003,12,0,"003"
"33434","2020-04-05","Bay","Florida",12005,24,1,"005"
"33435","2020-04-05","Bradford","Florida",12007,7,0,"007"
"33436","2020-04-05","Brevard","Florida",12009,79,0,"009"
"33437","2020-04-05","Broward","Florida",12011,1886,40,"011"
"33438","2020-04-05","Calhoun","Florida",12013,3,0,"013"
"33439","2020-04-05","Charlotte","Florida",12015,47,1,"015"
"33440","2020-04-05","Citrus","Florida",12017,43,2,"017"
"33441","2020-04-05","Clay","Florida",12019,79,6,"019"
"33442","2020-04-05","Collier","Florida",12021,231,2,"021"
"33443","2020-04-05","Columbia","Florida",12023,13,0,"023"
"33444","2020-04-05","DeSoto","Florida",12027,12,2,"027"
"33445","2020-04-05","Dixie","Florida",12029,1,0,"029"
"33446","2020-04-05","Duval","Florida",12031,413,9,"031"
"33447","2020-04-05","Escambia","Florida",12033,125,1,"033"
"33448","2020-04-05","Flagler","Florida",12035,31,1,"035"
"33449","2020-04-05","Franklin","Florida",12037,2,0,"037"
"33450","2020-04-05","Gadsden","Florida",12039,3,0,"039"
"33451","2020-04-05","Glades","Florida",12043,4,1,"043"
"33452","2020-04-05","Gulf","Florida",12045,1,0,"045"
"33453","2020-04-05","Hardee","Florida",12049,2,0,"049"
"33454","2020-04-05","Hendry","Florida",12051,7,0,"051"
"33455","2020-04-05","Hernando","Florida",12053,43,0,"053"
"33456","2020-04-05","Highlands","Florida",12055,35,2,"055"
"33457","2020-04-05","Hillsborough","Florida",12057,536,5,"057"
"33458","2020-04-05","Holmes","Florida",12059,1,0,"059"
"33459","2020-04-05","Indian River","Florida",12061,55,0,"061"
"33460","2020-04-05","Jackson","Florida",12063,4,0,"063"
"33461","2020-04-05","Jefferson","Florida",12065,1,0,"065"
"33462","2020-04-05","Lake","Florida",12069,101,2,"069"
"33463","2020-04-05","Lee","Florida",12071,378,11,"071"
"33464","2020-04-05","Leon","Florida",12073,41,0,"073"
"33465","2020-04-05","Levy","Florida",12075,4,0,"075"
"33466","2020-04-05","Madison","Florida",12079,10,0,"079"
"33467","2020-04-05","Manatee","Florida",12081,136,3,"081"
"33468","2020-04-05","Marion","Florida",12083,50,2,"083"
"33469","2020-04-05","Martin","Florida",12085,60,0,"085"
"33470","2020-04-05","Miami-Dade","Florida",12086,4145,31,"086"
"33471","2020-04-05","Monroe","Florida",12087,44,2,"087"
"33472","2020-04-05","Nassau","Florida",12089,21,0,"089"
"33473","2020-04-05","Okaloosa","Florida",12091,61,1,"091"
"33474","2020-04-05","Okeechobee","Florida",12093,3,0,"093"
"33475","2020-04-05","Orange","Florida",12095,712,7,"095"
"33476","2020-04-05","Osceola","Florida",12097,229,4,"097"
"33477","2020-04-05","Palm Beach","Florida",12099,998,49,"099"
"33478","2020-04-05","Pasco","Florida",12101,102,2,"101"
"33479","2020-04-05","Pinellas","Florida",12103,359,8,"103"
"33480","2020-04-05","Polk","Florida",12105,157,4,"105"
"33481","2020-04-05","Putnam","Florida",12107,19,1,"107"
"33482","2020-04-05","Santa Rosa","Florida",12113,55,2,"113"
"33483","2020-04-05","Sarasota","Florida",12115,140,7,"115"
"33484","2020-04-05","Seminole","Florida",12117,191,1,"117"
"33485","2020-04-05","St. Johns","Florida",12109,141,2,"109"
"33486","2020-04-05","St. Lucie","Florida",12111,82,3,"111"
"33487","2020-04-05","Sumter","Florida",12119,75,3,"119"
"33488","2020-04-05","Suwannee","Florida",12121,18,0,"121"
"33489","2020-04-05","Union","Florida",12125,2,0,"125"
"33490","2020-04-05","Unknown","Florida",NA,4,0,NA
"33491","2020-04-05","Volusia","Florida",12127,151,2,"127"
"33492","2020-04-05","Wakulla","Florida",12129,6,0,"129"
"33493","2020-04-05","Walton","Florida",12131,23,0,"131"
"33494","2020-04-05","Washington","Florida",12133,1,0,"133"
"35877","2020-04-06","Alachua","Florida",12001,133,0,"001"
"35878","2020-04-06","Baker","Florida",12003,13,0,"003"
"35879","2020-04-06","Bay","Florida",12005,24,1,"005"
"35880","2020-04-06","Bradford","Florida",12007,9,0,"007"
"35881","2020-04-06","Brevard","Florida",12009,92,0,"009"
"35882","2020-04-06","Broward","Florida",12011,2075,47,"011"
"35883","2020-04-06","Calhoun","Florida",12013,3,0,"013"
"35884","2020-04-06","Charlotte","Florida",12015,55,1,"015"
"35885","2020-04-06","Citrus","Florida",12017,46,2,"017"
"35886","2020-04-06","Clay","Florida",12019,81,6,"019"
"35887","2020-04-06","Collier","Florida",12021,249,3,"021"
"35888","2020-04-06","Columbia","Florida",12023,15,0,"023"
"35889","2020-04-06","DeSoto","Florida",12027,14,3,"027"
"35890","2020-04-06","Dixie","Florida",12029,1,0,"029"
"35891","2020-04-06","Duval","Florida",12031,478,9,"031"
"35892","2020-04-06","Escambia","Florida",12033,141,1,"033"
"35893","2020-04-06","Flagler","Florida",12035,34,1,"035"
"35894","2020-04-06","Franklin","Florida",12037,2,0,"037"
"35895","2020-04-06","Gadsden","Florida",12039,4,0,"039"
"35896","2020-04-06","Glades","Florida",12043,4,1,"043"
"35897","2020-04-06","Gulf","Florida",12045,1,0,"045"
"35898","2020-04-06","Hamilton","Florida",12047,1,0,"047"
"35899","2020-04-06","Hardee","Florida",12049,2,0,"049"
"35900","2020-04-06","Hendry","Florida",12051,9,0,"051"
"35901","2020-04-06","Hernando","Florida",12053,48,0,"053"
"35902","2020-04-06","Highlands","Florida",12055,36,2,"055"
"35903","2020-04-06","Hillsborough","Florida",12057,575,5,"057"
"35904","2020-04-06","Holmes","Florida",12059,1,0,"059"
"35905","2020-04-06","Indian River","Florida",12061,60,0,"061"
"35906","2020-04-06","Jackson","Florida",12063,4,0,"063"
"35907","2020-04-06","Jefferson","Florida",12065,3,0,"065"
"35908","2020-04-06","Lake","Florida",12069,107,2,"069"
"35909","2020-04-06","Lee","Florida",12071,399,14,"071"
"35910","2020-04-06","Leon","Florida",12073,58,0,"073"
"35911","2020-04-06","Levy","Florida",12075,4,0,"075"
"35912","2020-04-06","Madison","Florida",12079,11,0,"079"
"35913","2020-04-06","Manatee","Florida",12081,145,5,"081"
"35914","2020-04-06","Marion","Florida",12083,55,2,"083"
"35915","2020-04-06","Martin","Florida",12085,85,0,"085"
"35916","2020-04-06","Miami-Dade","Florida",12086,4670,41,"086"
"35917","2020-04-06","Monroe","Florida",12087,46,2,"087"
"35918","2020-04-06","Nassau","Florida",12089,25,0,"089"
"35919","2020-04-06","Okaloosa","Florida",12091,64,1,"091"
"35920","2020-04-06","Okeechobee","Florida",12093,4,0,"093"
"35921","2020-04-06","Orange","Florida",12095,753,8,"095"
"35922","2020-04-06","Osceola","Florida",12097,241,4,"097"
"35923","2020-04-06","Palm Beach","Florida",12099,1080,51,"099"
"35924","2020-04-06","Pasco","Florida",12101,114,2,"101"
"35925","2020-04-06","Pinellas","Florida",12103,372,8,"103"
"35926","2020-04-06","Polk","Florida",12105,180,5,"105"
"35927","2020-04-06","Putnam","Florida",12107,19,1,"107"
"35928","2020-04-06","Santa Rosa","Florida",12113,64,2,"113"
"35929","2020-04-06","Sarasota","Florida",12115,159,7,"115"
"35930","2020-04-06","Seminole","Florida",12117,195,1,"117"
"35931","2020-04-06","St. Johns","Florida",12109,147,2,"109"
"35932","2020-04-06","St. Lucie","Florida",12111,107,5,"111"
"35933","2020-04-06","Sumter","Florida",12119,81,5,"119"
"35934","2020-04-06","Suwannee","Florida",12121,31,0,"121"
"35935","2020-04-06","Union","Florida",12125,2,0,"125"
"35936","2020-04-06","Unknown","Florida",NA,5,0,NA
"35937","2020-04-06","Volusia","Florida",12127,153,3,"127"
"35938","2020-04-06","Wakulla","Florida",12129,6,0,"129"
"35939","2020-04-06","Walton","Florida",12131,25,0,"131"
"35940","2020-04-06","Washington","Florida",12133,1,0,"133"
"38367","2020-04-07","Alachua","Florida",12001,139,0,"001"
"38368","2020-04-07","Baker","Florida",12003,15,1,"003"
"38369","2020-04-07","Bay","Florida",12005,25,1,"005"
"38370","2020-04-07","Bradford","Florida",12007,11,0,"007"
"38371","2020-04-07","Brevard","Florida",12009,98,2,"009"
"38372","2020-04-07","Broward","Florida",12011,2230,54,"011"
"38373","2020-04-07","Calhoun","Florida",12013,3,0,"013"
"38374","2020-04-07","Charlotte","Florida",12015,67,1,"015"
"38375","2020-04-07","Citrus","Florida",12017,51,2,"017"
"38376","2020-04-07","Clay","Florida",12019,88,7,"019"
"38377","2020-04-07","Collier","Florida",12021,271,3,"021"
"38378","2020-04-07","Columbia","Florida",12023,16,0,"023"
"38379","2020-04-07","DeSoto","Florida",12027,16,3,"027"
"38380","2020-04-07","Dixie","Florida",12029,1,0,"029"
"38381","2020-04-07","Duval","Florida",12031,521,10,"031"
"38382","2020-04-07","Escambia","Florida",12033,168,2,"033"
"38383","2020-04-07","Flagler","Florida",12035,35,1,"035"
"38384","2020-04-07","Franklin","Florida",12037,2,0,"037"
"38385","2020-04-07","Gadsden","Florida",12039,5,0,"039"
"38386","2020-04-07","Gilchrist","Florida",12041,1,0,"041"
"38387","2020-04-07","Glades","Florida",12043,4,1,"043"
"38388","2020-04-07","Gulf","Florida",12045,1,0,"045"
"38389","2020-04-07","Hamilton","Florida",12047,1,0,"047"
"38390","2020-04-07","Hardee","Florida",12049,2,0,"049"
"38391","2020-04-07","Hendry","Florida",12051,9,0,"051"
"38392","2020-04-07","Hernando","Florida",12053,51,1,"053"
"38393","2020-04-07","Highlands","Florida",12055,37,2,"055"
"38394","2020-04-07","Hillsborough","Florida",12057,608,7,"057"
"38395","2020-04-07","Holmes","Florida",12059,2,0,"059"
"38396","2020-04-07","Indian River","Florida",12061,62,0,"061"
"38397","2020-04-07","Jackson","Florida",12063,4,0,"063"
"38398","2020-04-07","Jefferson","Florida",12065,4,0,"065"
"38399","2020-04-07","Lake","Florida",12069,122,2,"069"
"38400","2020-04-07","Lee","Florida",12071,438,14,"071"
"38401","2020-04-07","Leon","Florida",12073,67,0,"073"
"38402","2020-04-07","Levy","Florida",12075,5,0,"075"
"38403","2020-04-07","Madison","Florida",12079,11,0,"079"
"38404","2020-04-07","Manatee","Florida",12081,164,7,"081"
"38405","2020-04-07","Marion","Florida",12083,62,2,"083"
"38406","2020-04-07","Martin","Florida",12085,100,0,"085"
"38407","2020-04-07","Miami-Dade","Florida",12086,5125,47,"086"
"38408","2020-04-07","Monroe","Florida",12087,49,2,"087"
"38409","2020-04-07","Nassau","Florida",12089,27,0,"089"
"38410","2020-04-07","Okaloosa","Florida",12091,69,1,"091"
"38411","2020-04-07","Okeechobee","Florida",12093,5,0,"093"
"38412","2020-04-07","Orange","Florida",12095,767,9,"095"
"38413","2020-04-07","Osceola","Florida",12097,256,4,"097"
"38414","2020-04-07","Palm Beach","Florida",12099,1157,64,"099"
"38415","2020-04-07","Pasco","Florida",12101,122,2,"101"
"38416","2020-04-07","Pinellas","Florida",12103,387,9,"103"
"38417","2020-04-07","Polk","Florida",12105,199,5,"105"
"38418","2020-04-07","Putnam","Florida",12107,20,1,"107"
"38419","2020-04-07","Santa Rosa","Florida",12113,66,2,"113"
"38420","2020-04-07","Sarasota","Florida",12115,173,7,"115"
"38421","2020-04-07","Seminole","Florida",12117,202,1,"117"
"38422","2020-04-07","St. Johns","Florida",12109,154,2,"109"
"38423","2020-04-07","St. Lucie","Florida",12111,122,6,"111"
"38424","2020-04-07","Sumter","Florida",12119,87,7,"119"
"38425","2020-04-07","Suwannee","Florida",12121,33,0,"121"
"38426","2020-04-07","Taylor","Florida",12123,1,0,"123"
"38427","2020-04-07","Union","Florida",12125,2,0,"125"
"38428","2020-04-07","Unknown","Florida",NA,2,0,NA
"38429","2020-04-07","Volusia","Florida",12127,163,3,"127"
"38430","2020-04-07","Wakulla","Florida",12129,6,0,"129"
"38431","2020-04-07","Walton","Florida",12131,26,0,"131"
"38432","2020-04-07","Washington","Florida",12133,2,0,"133"
"40910","2020-04-08","Alachua","Florida",12001,144,0,"001"
"40911","2020-04-08","Baker","Florida",12003,15,1,"003"
"40912","2020-04-08","Bay","Florida",12005,28,1,"005"
"40913","2020-04-08","Bradford","Florida",12007,15,0,"007"
"40914","2020-04-08","Brevard","Florida",12009,105,2,"009"
"40915","2020-04-08","Broward","Florida",12011,2365,60,"011"
"40916","2020-04-08","Calhoun","Florida",12013,4,0,"013"
"40917","2020-04-08","Charlotte","Florida",12015,76,1,"015"
"40918","2020-04-08","Citrus","Florida",12017,55,5,"017"
"40919","2020-04-08","Clay","Florida",12019,99,7,"019"
"40920","2020-04-08","Collier","Florida",12021,282,3,"021"
"40921","2020-04-08","Columbia","Florida",12023,16,0,"023"
"40922","2020-04-08","DeSoto","Florida",12027,19,3,"027"
"40923","2020-04-08","Dixie","Florida",12029,1,0,"029"
"40924","2020-04-08","Duval","Florida",12031,557,10,"031"
"40925","2020-04-08","Escambia","Florida",12033,182,3,"033"
"40926","2020-04-08","Flagler","Florida",12035,36,1,"035"
"40927","2020-04-08","Franklin","Florida",12037,2,0,"037"
"40928","2020-04-08","Gadsden","Florida",12039,8,0,"039"
"40929","2020-04-08","Gilchrist","Florida",12041,2,0,"041"
"40930","2020-04-08","Glades","Florida",12043,4,1,"043"
"40931","2020-04-08","Gulf","Florida",12045,1,0,"045"
"40932","2020-04-08","Hamilton","Florida",12047,1,0,"047"
"40933","2020-04-08","Hardee","Florida",12049,2,0,"049"
"40934","2020-04-08","Hendry","Florida",12051,11,0,"051"
"40935","2020-04-08","Hernando","Florida",12053,57,1,"053"
"40936","2020-04-08","Highlands","Florida",12055,44,4,"055"
"40937","2020-04-08","Hillsborough","Florida",12057,631,7,"057"
"40938","2020-04-08","Holmes","Florida",12059,2,0,"059"
"40939","2020-04-08","Indian River","Florida",12061,65,0,"061"
"40940","2020-04-08","Jackson","Florida",12063,4,0,"063"
"40941","2020-04-08","Jefferson","Florida",12065,8,0,"065"
"40942","2020-04-08","Lafayette","Florida",12067,1,0,"067"
"40943","2020-04-08","Lake","Florida",12069,139,2,"069"
"40944","2020-04-08","Lee","Florida",12071,475,14,"071"
"40945","2020-04-08","Leon","Florida",12073,71,0,"073"
"40946","2020-04-08","Levy","Florida",12075,6,0,"075"
"40947","2020-04-08","Madison","Florida",12079,12,0,"079"
"40948","2020-04-08","Manatee","Florida",12081,172,8,"081"
"40949","2020-04-08","Marion","Florida",12083,68,2,"083"
"40950","2020-04-08","Martin","Florida",12085,108,1,"085"
"40951","2020-04-08","Miami-Dade","Florida",12086,5460,50,"086"
"40952","2020-04-08","Monroe","Florida",12087,52,3,"087"
"40953","2020-04-08","Nassau","Florida",12089,29,0,"089"
"40954","2020-04-08","Okaloosa","Florida",12091,77,1,"091"
"40955","2020-04-08","Okeechobee","Florida",12093,5,0,"093"
"40956","2020-04-08","Orange","Florida",12095,823,10,"095"
"40957","2020-04-08","Osceola","Florida",12097,277,4,"097"
"40958","2020-04-08","Palm Beach","Florida",12099,1222,69,"099"
"40959","2020-04-08","Pasco","Florida",12101,127,2,"101"
"40960","2020-04-08","Pinellas","Florida",12103,395,10,"103"
"40961","2020-04-08","Polk","Florida",12105,206,6,"105"
"40962","2020-04-08","Putnam","Florida",12107,24,1,"107"
"40963","2020-04-08","Santa Rosa","Florida",12113,70,2,"113"
"40964","2020-04-08","Sarasota","Florida",12115,184,8,"115"
"40965","2020-04-08","Seminole","Florida",12117,218,1,"117"
"40966","2020-04-08","St. Johns","Florida",12109,156,2,"109"
"40967","2020-04-08","St. Lucie","Florida",12111,129,6,"111"
"40968","2020-04-08","Sumter","Florida",12119,91,7,"119"
"40969","2020-04-08","Suwannee","Florida",12121,47,0,"121"
"40970","2020-04-08","Taylor","Florida",12123,1,0,"123"
"40971","2020-04-08","Union","Florida",12125,2,0,"125"
"40972","2020-04-08","Unknown","Florida",NA,2,0,NA
"40973","2020-04-08","Volusia","Florida",12127,165,3,"127"
"40974","2020-04-08","Wakulla","Florida",12129,7,0,"129"
"40975","2020-04-08","Walton","Florida",12131,26,0,"131"
"40976","2020-04-08","Washington","Florida",12133,2,0,"133"
"43484","2020-04-09","Alachua","Florida",12001,154,0,"001"
"43485","2020-04-09","Baker","Florida",12003,16,2,"003"
"43486","2020-04-09","Bay","Florida",12005,34,1,"005"
"43487","2020-04-09","Bradford","Florida",12007,20,0,"007"
"43488","2020-04-09","Brevard","Florida",12009,111,2,"009"
"43489","2020-04-09","Broward","Florida",12011,2480,67,"011"
"43490","2020-04-09","Calhoun","Florida",12013,4,0,"013"
"43491","2020-04-09","Charlotte","Florida",12015,81,4,"015"
"43492","2020-04-09","Citrus","Florida",12017,58,6,"017"
"43493","2020-04-09","Clay","Florida",12019,110,7,"019"
"43494","2020-04-09","Collier","Florida",12021,303,3,"021"
"43495","2020-04-09","Columbia","Florida",12023,18,0,"023"
"43496","2020-04-09","DeSoto","Florida",12027,20,3,"027"
"43497","2020-04-09","Dixie","Florida",12029,1,0,"029"
"43498","2020-04-09","Duval","Florida",12031,595,11,"031"
"43499","2020-04-09","Escambia","Florida",12033,192,3,"033"
"43500","2020-04-09","Flagler","Florida",12035,41,1,"035"
"43501","2020-04-09","Franklin","Florida",12037,2,0,"037"
"43502","2020-04-09","Gadsden","Florida",12039,11,0,"039"
"43503","2020-04-09","Gilchrist","Florida",12041,3,0,"041"
"43504","2020-04-09","Glades","Florida",12043,4,1,"043"
"43505","2020-04-09","Gulf","Florida",12045,1,0,"045"
"43506","2020-04-09","Hamilton","Florida",12047,1,0,"047"
"43507","2020-04-09","Hardee","Florida",12049,3,0,"049"
"43508","2020-04-09","Hendry","Florida",12051,13,0,"051"
"43509","2020-04-09","Hernando","Florida",12053,62,1,"053"
"43510","2020-04-09","Highlands","Florida",12055,46,4,"055"
"43511","2020-04-09","Hillsborough","Florida",12057,657,9,"057"
"43512","2020-04-09","Holmes","Florida",12059,2,0,"059"
"43513","2020-04-09","Indian River","Florida",12061,68,0,"061"
"43514","2020-04-09","Jackson","Florida",12063,5,0,"063"
"43515","2020-04-09","Jefferson","Florida",12065,9,0,"065"
"43516","2020-04-09","Lafayette","Florida",12067,1,0,"067"
"43517","2020-04-09","Lake","Florida",12069,140,2,"069"
"43518","2020-04-09","Lee","Florida",12071,521,14,"071"
"43519","2020-04-09","Leon","Florida",12073,77,0,"073"
"43520","2020-04-09","Levy","Florida",12075,6,0,"075"
"43521","2020-04-09","Madison","Florida",12079,12,0,"079"
"43522","2020-04-09","Manatee","Florida",12081,179,11,"081"
"43523","2020-04-09","Marion","Florida",12083,75,2,"083"
"43524","2020-04-09","Martin","Florida",12085,109,1,"085"
"43525","2020-04-09","Miami-Dade","Florida",12086,5897,66,"086"
"43526","2020-04-09","Monroe","Florida",12087,53,3,"087"
"43527","2020-04-09","Nassau","Florida",12089,32,0,"089"
"43528","2020-04-09","Okaloosa","Florida",12091,82,1,"091"
"43529","2020-04-09","Okeechobee","Florida",12093,5,0,"093"
"43530","2020-04-09","Orange","Florida",12095,859,12,"095"
"43531","2020-04-09","Osceola","Florida",12097,295,5,"097"
"43532","2020-04-09","Palm Beach","Florida",12099,1331,75,"099"
"43533","2020-04-09","Pasco","Florida",12101,139,2,"101"
"43534","2020-04-09","Pinellas","Florida",12103,422,10,"103"
"43535","2020-04-09","Polk","Florida",12105,234,7,"105"
"43536","2020-04-09","Putnam","Florida",12107,25,1,"107"
"43537","2020-04-09","Santa Rosa","Florida",12113,96,2,"113"
"43538","2020-04-09","Sarasota","Florida",12115,201,10,"115"
"43539","2020-04-09","Seminole","Florida",12117,229,1,"117"
"43540","2020-04-09","St. Johns","Florida",12109,163,2,"109"
"43541","2020-04-09","St. Lucie","Florida",12111,137,6,"111"
"43542","2020-04-09","Sumter","Florida",12119,100,7,"119"
"43543","2020-04-09","Suwannee","Florida",12121,54,0,"121"
"43544","2020-04-09","Taylor","Florida",12123,1,0,"123"
"43545","2020-04-09","Union","Florida",12125,2,0,"125"
"43546","2020-04-09","Unknown","Florida",NA,2,0,NA
"43547","2020-04-09","Volusia","Florida",12127,179,5,"127"
"43548","2020-04-09","Wakulla","Florida",12129,7,0,"129"
"43549","2020-04-09","Walton","Florida",12131,26,0,"131"
"43550","2020-04-09","Washington","Florida",12133,3,0,"133"
"46085","2020-04-10","Alachua","Florida",12001,167,0,"001"
"46086","2020-04-10","Baker","Florida",12003,16,2,"003"
"46087","2020-04-10","Bay","Florida",12005,36,1,"005"
"46088","2020-04-10","Bradford","Florida",12007,22,0,"007"
"46089","2020-04-10","Brevard","Florida",12009,121,2,"009"
"46090","2020-04-10","Broward","Florida",12011,2679,72,"011"
"46091","2020-04-10","Calhoun","Florida",12013,5,0,"013"
"46092","2020-04-10","Charlotte","Florida",12015,104,5,"015"
"46093","2020-04-10","Citrus","Florida",12017,64,6,"017"
"46094","2020-04-10","Clay","Florida",12019,144,8,"019"
"46095","2020-04-10","Collier","Florida",12021,327,3,"021"
"46096","2020-04-10","Columbia","Florida",12023,23,0,"023"
"46097","2020-04-10","DeSoto","Florida",12027,20,3,"027"
"46098","2020-04-10","Dixie","Florida",12029,1,0,"029"
"46099","2020-04-10","Duval","Florida",12031,618,11,"031"
"46100","2020-04-10","Escambia","Florida",12033,204,3,"033"
"46101","2020-04-10","Flagler","Florida",12035,44,1,"035"
"46102","2020-04-10","Franklin","Florida",12037,2,0,"037"
"46103","2020-04-10","Gadsden","Florida",12039,13,0,"039"
"46104","2020-04-10","Gilchrist","Florida",12041,4,0,"041"
"46105","2020-04-10","Glades","Florida",12043,4,1,"043"
"46106","2020-04-10","Gulf","Florida",12045,1,0,"045"
"46107","2020-04-10","Hamilton","Florida",12047,2,0,"047"
"46108","2020-04-10","Hardee","Florida",12049,3,0,"049"
"46109","2020-04-10","Hendry","Florida",12051,15,0,"051"
"46110","2020-04-10","Hernando","Florida",12053,64,2,"053"
"46111","2020-04-10","Highlands","Florida",12055,47,4,"055"
"46112","2020-04-10","Hillsborough","Florida",12057,676,12,"057"
"46113","2020-04-10","Holmes","Florida",12059,2,0,"059"
"46114","2020-04-10","Indian River","Florida",12061,70,1,"061"
"46115","2020-04-10","Jackson","Florida",12063,5,0,"063"
"46116","2020-04-10","Jefferson","Florida",12065,9,0,"065"
"46117","2020-04-10","Lafayette","Florida",12067,1,0,"067"
"46118","2020-04-10","Lake","Florida",12069,149,3,"069"
"46119","2020-04-10","Lee","Florida",12071,571,16,"071"
"46120","2020-04-10","Leon","Florida",12073,90,0,"073"
"46121","2020-04-10","Levy","Florida",12075,6,0,"075"
"46122","2020-04-10","Liberty","Florida",12077,1,0,"077"
"46123","2020-04-10","Madison","Florida",12079,14,0,"079"
"46124","2020-04-10","Manatee","Florida",12081,200,13,"081"
"46125","2020-04-10","Marion","Florida",12083,83,2,"083"
"46126","2020-04-10","Martin","Florida",12085,115,3,"085"
"46127","2020-04-10","Miami-Dade","Florida",12086,6299,84,"086"
"46128","2020-04-10","Monroe","Florida",12087,55,3,"087"
"46129","2020-04-10","Nassau","Florida",12089,33,0,"089"
"46130","2020-04-10","Okaloosa","Florida",12091,84,1,"091"
"46131","2020-04-10","Okeechobee","Florida",12093,5,0,"093"
"46132","2020-04-10","Orange","Florida",12095,901,11,"095"
"46133","2020-04-10","Osceola","Florida",12097,305,5,"097"
"46134","2020-04-10","Palm Beach","Florida",12099,1429,79,"099"
"46135","2020-04-10","Pasco","Florida",12101,143,2,"101"
"46136","2020-04-10","Pinellas","Florida",12103,431,12,"103"
"46137","2020-04-10","Polk","Florida",12105,241,8,"105"
"46138","2020-04-10","Putnam","Florida",12107,29,1,"107"
"46139","2020-04-10","Santa Rosa","Florida",12113,105,3,"113"
"46140","2020-04-10","Sarasota","Florida",12115,211,10,"115"
"46141","2020-04-10","Seminole","Florida",12117,238,2,"117"
"46142","2020-04-10","St. Johns","Florida",12109,165,2,"109"
"46143","2020-04-10","St. Lucie","Florida",12111,146,6,"111"
"46144","2020-04-10","Sumter","Florida",12119,107,9,"119"
"46145","2020-04-10","Suwannee","Florida",12121,59,0,"121"
"46146","2020-04-10","Taylor","Florida",12123,1,0,"123"
"46147","2020-04-10","Union","Florida",12125,2,0,"125"
"46148","2020-04-10","Unknown","Florida",NA,2,0,NA
"46149","2020-04-10","Volusia","Florida",12127,190,6,"127"
"46150","2020-04-10","Wakulla","Florida",12129,7,0,"129"
"46151","2020-04-10","Walton","Florida",12131,27,0,"131"
"46152","2020-04-10","Washington","Florida",12133,3,0,"133"
"48715","2020-04-11","Alachua","Florida",12001,174,0,"001"
"48716","2020-04-11","Baker","Florida",12003,17,2,"003"
"48717","2020-04-11","Bay","Florida",12005,36,1,"005"
"48718","2020-04-11","Bradford","Florida",12007,24,0,"007"
"48719","2020-04-11","Brevard","Florida",12009,123,3,"009"
"48720","2020-04-11","Broward","Florida",12011,2844,76,"011"
"48721","2020-04-11","Calhoun","Florida",12013,5,0,"013"
"48722","2020-04-11","Charlotte","Florida",12015,112,5,"015"
"48723","2020-04-11","Citrus","Florida",12017,67,6,"017"
"48724","2020-04-11","Clay","Florida",12019,161,8,"019"
"48725","2020-04-11","Collier","Florida",12021,352,4,"021"
"48726","2020-04-11","Columbia","Florida",12023,25,0,"023"
"48727","2020-04-11","DeSoto","Florida",12027,20,3,"027"
"48728","2020-04-11","Dixie","Florida",12029,2,0,"029"
"48729","2020-04-11","Duval","Florida",12031,639,13,"031"
"48730","2020-04-11","Escambia","Florida",12033,210,3,"033"
"48731","2020-04-11","Flagler","Florida",12035,46,1,"035"
"48732","2020-04-11","Franklin","Florida",12037,2,0,"037"
"48733","2020-04-11","Gadsden","Florida",12039,13,0,"039"
"48734","2020-04-11","Gilchrist","Florida",12041,4,0,"041"
"48735","2020-04-11","Glades","Florida",12043,4,1,"043"
"48736","2020-04-11","Gulf","Florida",12045,1,0,"045"
"48737","2020-04-11","Hamilton","Florida",12047,2,0,"047"
"48738","2020-04-11","Hardee","Florida",12049,3,0,"049"
"48739","2020-04-11","Hendry","Florida",12051,16,0,"051"
"48740","2020-04-11","Hernando","Florida",12053,69,2,"053"
"48741","2020-04-11","Highlands","Florida",12055,54,5,"055"
"48742","2020-04-11","Hillsborough","Florida",12057,698,15,"057"
"48743","2020-04-11","Holmes","Florida",12059,2,0,"059"
"48744","2020-04-11","Indian River","Florida",12061,72,1,"061"
"48745","2020-04-11","Jackson","Florida",12063,6,0,"063"
"48746","2020-04-11","Jefferson","Florida",12065,9,0,"065"
"48747","2020-04-11","Lafayette","Florida",12067,1,0,"067"
"48748","2020-04-11","Lake","Florida",12069,150,4,"069"
"48749","2020-04-11","Lee","Florida",12071,597,16,"071"
"48750","2020-04-11","Leon","Florida",12073,112,0,"073"
"48751","2020-04-11","Levy","Florida",12075,7,0,"075"
"48752","2020-04-11","Liberty","Florida",12077,1,0,"077"
"48753","2020-04-11","Madison","Florida",12079,14,0,"079"
